country_code,country,period,foreign_nights,status,year,month,value_available,is_estimated,is_low_reliability,is_confidential,date,months_available,complete_12_month_year
PT,Portugal,2023-03,3799203.0,,2023,3,True,,,False,2023-03-01,12,True
PT,Portugal,2023-04,5065974.0,,2023,4,True,,,False,2023-04-01,12,True
PT,Portugal,2023-05,5666811.0,,2023,5,True,,,False,2023-05-01,12,True
PT,Portugal,2023-06,5533485.0,,2023,6,True,,,False,2023-06-01,12,True
PT,Portugal,2023-07,6423496.0,,2023,7,True,,,False,2023-07-01,12,True
PT,Portugal,2023-08,7216929.0,,2023,8,True,,,False,2023-08-01,12,True
PT,Portugal,2023-09,6165007.0,,2023,9,True,,,False,2023-09-01,12,True
PT,Portugal,2023-10,5771979.0,,2023,10,True,,,False,2023-10-01,12,True
PT,Portugal,2023-11,3363604.0,,2023,11,True,,,False,2023-11-01,12,True
PT,Portugal,2023-12,2617059.0,,2023,12,True,,,False,2023-12-01,12,True
PT,Portugal,2024-01,2487298.0,,2024,1,True,,,False,2024-01-01,12,True
PT,Portugal,2024-02,3080160.0,,2024,2,True,,,False,2024-02-01,12,True
PT,Portugal,2024-03,4321383.0,,2024,3,True,,,False,2024-03-01,12,True
PT,Portugal,2024-04,5007819.0,,2024,4,True,,,False,2024-04-01,12,True
PT,Portugal,2024-05,6112733.0,,2024,5,True,,,False,2024-05-01,12,True
PT,Portugal,2024-06,5846604.0,,2024,6,True,,,False,2024-06-01,12,True
PT,Portugal,2024-07,6738496.0,,2024,7,True,,,False,2024-07-01,12,True
PT,Portugal,2024-08,7438345.0,,2024,8,True,,,False,2024-08-01,12,True
PT,Portugal,2024-09,6401052.0,,2024,9,True,,,False,2024-09-01,12,True
PT,Portugal,2024-10,5940794.0,,2024,10,True,,,False,2024-10-01,12,True
PT,Portugal,2024-11,3531346.0,,2024,11,True,,,False,2024-11-01,12,True
PT,Portugal,2024-12,2751343.0,,2024,12,True,,,False,2024-12-01,12,True
PT,Portugal,2025-01,2573831.0,,2025,1,True,,,False,2025-01-01,12,True
PT,Portugal,2025-02,2978322.0,,2025,2,True,,,False,2025-02-01,12,True
PT,Portugal,2025-03,4092756.0,,2025,3,True,,,False,2025-03-01,12,True
PT,Portugal,2025-04,5372577.0,,2025,4,True,,,False,2025-04-01,12,True
PT,Portugal,2025-05,6098590.0,,2025,5,True,,,False,2025-05-01,12,True
PT,Portugal,2025-06,5974746.0,,2025,6,True,,,False,2025-06-01,12,True
PT,Portugal,2025-07,6898530.0,,2025,7,True,,,False,2025-07-01,12,True
PT,Portugal,2025-08,7391145.0,,2025,8,True,,,False,2025-08-01,12,True
PT,Portugal,2025-09,6343618.0,,2025,9,True,,,False,2025-09-01,12,True
PT,Portugal,2025-10,6007624.0,,2025,10,True,,,False,2025-10-01,12,True
PT,Portugal,2025-11,3534889.0,,2025,11,True,,,False,2025-11-01,12,True
PT,Portugal,2025-12,2755827.0,,2025,12,True,,,False,2025-12-01,12,True
PT,Portugal,2026-01,2590879.0,,2026,1,True,,,False,2026-01-01,6,False
PT,Portugal,2026-02,2932681.0,,2026,2,True,,,False,2026-02-01,6,False
PT,Portugal,2026-03,4188799.0,,2026,3,True,,,False,2026-03-01,6,False
PT,Portugal,2026-04,5404423.0,,2026,4,True,,,False,2026-04-01,6,False
PT,Portugal,2026-05,6134817.0,,2026,5,True,,,False,2026-05-01,6,False
PT,Portugal,2026-06,5896269.0,,2026,6,True,,,False,2026-06-01,6,False
PT,Portugal,2026-07,,,2026,7,False,,,False,2026-07-01,6,False
RO,Romania,2021-01,46513.0,,2021,1,True,,,False,2021-01-01,12,True
RO,Romania,2021-02,48773.0,,2021,2,True,,,False,2021-02-01,12,True
RO,Romania,2021-03,60642.0,,2021,3,True,,,False,2021-03-01,12,True
RO,Romania,2021-04,58850.0,,2021,4,True,,,False,2021-04-01,12,True
RO,Romania,2021-05,88228.0,,2021,5,True,,,False,2021-05-01,12,True
RO,Romania,2021-06,161429.0,,2021,6,True,,,False,2021-06-01,12,True
RO,Romania,2021-07,288101.0,,2021,7,True,,,False,2021-07-01,12,True
RO,Romania,2021-08,334181.0,,2021,8,True,,,False,2021-08-01,12,True
RO,Romania,2021-09,307007.0,,2021,9,True,,,False,2021-09-01,12,True
RO,Romania,2021-10,228432.0,,2021,10,True,,,False,2021-10-01,12,True
RO,Romania,2021-11,156169.0,,2021,11,True,,,False,2021-11-01,12,True
RO,Romania,2021-12,133532.0,,2021,12,True,,,False,2021-12-01,12,True
RO,Romania,2022-01,126801.0,,2022,1,True,,,False,2022-01-01,12,True
RO,Romania,2022-02,158795.0,,2022,2,True,,,False,2022-02-01,12,True
RO,Romania,2022-03,263128.0,,2022,3,True,,,False,2022-03-01,12,True
RO,Romania,2022-04,243743.0,,2022,4,True,,,False,2022-04-01,12,True
RO,Romania,2022-05,325544.0,,2022,5,True,,,False,2022-05-01,12,True
RO,Romania,2022-06,349804.0,,2022,6,True,,,False,2022-06-01,12,True
RO,Romania,2022-07,396120.0,,2022,7,True,,,False,2022-07-01,12,True
RO,Romania,2022-08,415387.0,,2022,8,True,,,False,2022-08-01,12,True
RO,Romania,2022-09,384217.0,,2022,9,True,,,False,2022-09-01,12,True
RO,Romania,2022-10,362479.0,,2022,10,True,,,False,2022-10-01,12,True
RO,Romania,2022-11,303738.0,,2022,11,True,,,False,2022-11-01,12,True
RO,Romania,2022-12,305423.0,,2022,12,True,,,False,2022-12-01,12,True
RO,Romania,2023-01,283313.0,,2023,1,True,,,False,2023-01-01,12,True
RO,Romania,2023-02,266024.0,,2023,2,True,,,False,2023-02-01,12,True
RO,Romania,2023-03,321684.0,,2023,3,True,,,False,2023-03-01,12,True
RO,Romania,2023-04,333186.0,,2023,4,True,,,False,2023-04-01,12,True
RO,Romania,2023-05,415872.0,,2023,5,True,,,False,2023-05-01,12,True
RO,Romania,2023-06,430568.0,,2023,6,True,,,False,2023-06-01,12,True
RO,Romania,2023-07,479686.0,,2023,7,True,,,False,2023-07-01,12,True
RO,Romania,2023-08,491449.0,,2023,8,True,,,False,2023-08-01,12,True
RO,Romania,2023-09,442207.0,,2023,9,True,,,False,2023-09-01,12,True
RO,Romania,2023-10,393857.0,,2023,10,True,,,False,2023-10-01,12,True
RO,Romania,2023-11,307401.0,,2023,11,True,,,False,2023-11-01,12,True
RO,Romania,2023-12,298973.0,,2023,12,True,,,False,2023-12-01,12,True
RO,Romania,2024-01,272783.0,,2024,1,True,,,False,2024-01-01,12,True
RO,Romania,2024-02,296709.0,,2024,2,True,,,False,2024-02-01,12,True
RO,Romania,2024-03,348588.0,,2024,3,True,,,False,2024-03-01,12,True
RO,Romania,2024-04,381851.0,,2024,4,True,,,False,2024-04-01,12,True
RO,Romania,2024-05,460424.0,,2024,5,True,,,False,2024-05-01,12,True
RO,Romania,2024-06,461703.0,,2024,6,True,,,False,2024-06-01,12,True
RO,Romania,2024-07,525681.0,,2024,7,True,,,False,2024-07-01,12,True
RO,Romania,2024-08,551058.0,,2024,8,True,,,False,2024-08-01,12,True
RO,Romania,2024-09,488897.0,,2024,9,True,,,False,2024-09-01,12,True
RO,Romania,2024-10,440535.0,,2024,10,True,,,False,2024-10-01,12,True
RO,Romania,2024-11,368628.0,,2024,11,True,,,False,2024-11-01,12,True
RO,Romania,2024-12,339182.0,,2024,12,True,,,False,2024-12-01,12,True
RO,Romania,2025-01,300462.0,,2025,1,True,,,False,2025-01-01,12,True
RO,Romania,2025-02,299759.0,,2025,2,True,,,False,2025-02-01,12,True
RO,Romania,2025-03,360331.0,,2025,3,True,,,False,2025-03-01,12,True
RO,Romania,2025-04,393819.0,,2025,4,True,,,False,2025-04-01,12,True
RO,Romania,2025-05,492895.0,,2025,5,True,,,False,2025-05-01,12,True
RO,Romania,2025-06,490967.0,,2025,6,True,,,False,2025-06-01,12,True
RO,Romania,2025-07,526413.0,,2025,7,True,,,False,2025-07-01,12,True
RO,Romania,2025-08,579852.0,,2025,8,True,,,False,2025-08-01,12,True
RO,Romania,2025-09,534483.0,,2025,9,True,,,False,2025-09-01,12,True
RO,Romania,2025-10,514722.0,,2025,10,True,,,False,2025-10-01,12,True
RO,Romania,2025-11,407847.0,,2025,11,True,,,False,2025-11-01,12,True
RO,Romania,2025-12,425141.0,,2025,12,True,,,False,2025-12-01,12,True
RO,Romania,2026-01,324096.0,,2026,1,True,,,False,2026-01-01,6,False
RO,Romania,2026-02,314844.0,,2026,2,True,,,False,2026-02-01,6,False
RO,Romania,2026-03,356532.0,,2026,3,True,,,False,2026-03-01,6,False
RO,Romania,2026-04,379351.0,,2026,4,True,,,False,2026-04-01,6,False
RO,Romania,2026-05,557192.0,,2026,5,True,,,False,2026-05-01,6,False
RO,Romania,2026-06,550172.0,,2026,6,True,,,False,2026-06-01,6,False
RO,Romania,2026-07,,,2026,7,False,,,False,2026-07-01,6,False
SK,Slovakia,2021-01,16455.0,,2021,1,True,,,False,2021-01-01,12,True
SK,Slovakia,2021-02,19504.0,,2021,2,True,,,False,2021-02-01,12,True
SK,Slovakia,2021-03,18029.0,,2021,3,True,,,False,2021-03-01,12,True
SK,Slovakia,2021-04,19561.0,,2021,4,True,,,False,2021-04-01,12,True
SK,Slovakia,2021-05,40566.0,,2021,5,True,,,False,2021-05-01,12,True
SK,Slovakia,2021-06,110398.0,,2021,6,True,,,False,2021-06-01,12,True
SK,Slovakia,2021-07,269015.0,,2021,7,True,,,False,2021-07-01,12,True
SK,Slovakia,2021-08,319606.0,,2021,8,True,,,False,2021-08-01,12,True
SK,Slovakia,2021-09,273470.0,,2021,9,True,,,False,2021-09-01,12,True
SK,Slovakia,2021-10,193593.0,,2021,10,True,,,False,2021-10-01,12,True
SK,Slovakia,2021-11,94662.0,,2021,11,True,,,False,2021-11-01,12,True
SK,Slovakia,2021-12,49529.0,,2021,12,True,,,False,2021-12-01,12,True
SK,Slovakia,2022-01,115924.0,,2022,1,True,,,False,2022-01-01,12,True
SK,Slovakia,2022-02,189071.0,,2022,2,True,,,False,2022-02-01,12,True
SK,Slovakia,2022-03,203924.0,,2022,3,True,,,False,2022-03-01,12,True
SK,Slovakia,2022-04,212814.0,,2022,4,True,,,False,2022-04-01,12,True
SK,Slovakia,2022-05,272476.0,,2022,5,True,,,False,2022-05-01,12,True
SK,Slovakia,2022-06,347258.0,,2022,6,True,,,False,2022-06-01,12,True
SK,Slovakia,2022-07,546366.0,,2022,7,True,,,False,2022-07-01,12,True
SK,Slovakia,2022-08,558142.0,,2022,8,True,,,False,2022-08-01,12,True
SK,Slovakia,2022-09,381132.0,,2022,9,True,,,False,2022-09-01,12,True
SK,Slovakia,2022-10,335871.0,,2022,10,True,,,False,2022-10-01,12,True
SK,Slovakia,2022-11,239386.0,,2022,11,True,,,False,2022-11-01,12,True
SK,Slovakia,2022-12,248736.0,,2022,12,True,,,False,2022-12-01,12,True
SK,Slovakia,2023-01,283162.0,,2023,1,True,,,False,2023-01-01,12,True
SK,Slovakia,2023-02,346808.0,,2023,2,True,,,False,2023-02-01,12,True
SK,Slovakia,2023-03,311337.0,,2023,3,True,,,False,2023-03-01,12,True
SK,Slovakia,2023-04,306029.0,,2023,4,True,,,False,2023-04-01,12,True
SK,Slovakia,2023-05,364494.0,,2023,5,True,,,False,2023-05-01,12,True
SK,Slovakia,2023-06,421661.0,,2023,6,True,,,False,2023-06-01,12,True
SK,Slovakia,2023-07,686518.0,,2023,7,True,,,False,2023-07-01,12,True
SK,Slovakia,2023-08,676092.0,,2023,8,True,,,False,2023-08-01,12,True
SK,Slovakia,2023-09,459624.0,,2023,9,True,,,False,2023-09-01,12,True
SK,Slovakia,2023-10,327528.0,,2023,10,True,,,False,2023-10-01,12,True
SK,Slovakia,2023-11,251995.0,,2023,11,True,,,False,2023-11-01,12,True
SK,Slovakia,2023-12,284958.0,,2023,12,True,,,False,2023-12-01,12,True
SK,Slovakia,2024-01,323282.0,,2024,1,True,,,False,2024-01-01,12,True
SK,Slovakia,2024-02,405690.0,,2024,2,True,,,False,2024-02-01,12,True
SK,Slovakia,2024-03,327301.0,,2024,3,True,,,False,2024-03-01,12,True
SK,Slovakia,2024-04,290230.0,,2024,4,True,,,False,2024-04-01,12,True
SK,Slovakia,2024-05,410527.0,,2024,5,True,,,False,2024-05-01,12,True
SK,Slovakia,2024-06,436000.0,,2024,6,True,,,False,2024-06-01,12,True
SK,Slovakia,2024-07,665163.0,,2024,7,True,,,False,2024-07-01,12,True
SK,Slovakia,2024-08,658940.0,,2024,8,True,,,False,2024-08-01,12,True
SK,Slovakia,2024-09,410106.0,,2024,9,True,,,False,2024-09-01,12,True
SK,Slovakia,2024-10,373511.0,,2024,10,True,,,False,2024-10-01,12,True
SK,Slovakia,2024-11,273061.0,,2024,11,True,,,False,2024-11-01,12,True
SK,Slovakia,2024-12,324031.0,,2024,12,True,,,False,2024-12-01,12,True
SK,Slovakia,2025-01,370558.0,,2025,1,True,,,False,2025-01-01,12,True
SK,Slovakia,2025-02,441056.0,,2025,2,True,,,False,2025-02-01,12,True
SK,Slovakia,2025-03,315894.0,,2025,3,True,,,False,2025-03-01,12,True
SK,Slovakia,2025-04,339741.0,,2025,4,True,,,False,2025-04-01,12,True
SK,Slovakia,2025-05,423748.0,,2025,5,True,,,False,2025-05-01,12,True
SK,Slovakia,2025-06,496067.0,,2025,6,True,,,False,2025-06-01,12,True
SK,Slovakia,2025-07,646072.0,,2025,7,True,,,False,2025-07-01,12,True
SK,Slovakia,2025-08,763624.0,,2025,8,True,,,False,2025-08-01,12,True
SK,Slovakia,2025-09,470375.0,,2025,9,True,,,False,2025-09-01,12,True
SK,Slovakia,2025-10,419297.0,,2025,10,True,,,False,2025-10-01,12,True
SK,Slovakia,2025-11,321000.0,,2025,11,True,,,False,2025-11-01,12,True
SK,Slovakia,2025-12,399597.0,,2025,12,True,,,False,2025-12-01,12,True
SK,Slovakia,2026-01,445692.0,,2026,1,True,,,False,2026-01-01,6,False
SK,Slovakia,2026-02,496338.0,,2026,2,True,,,False,2026-02-01,6,False
SK,Slovakia,2026-03,358651.0,,2026,3,True,,,False,2026-03-01,6,False
SK,Slovakia,2026-04,374485.0,,2026,4,True,,,False,2026-04-01,6,False
SK,Slovakia,2026-05,462629.0,,2026,5,True,,,False,2026-05-01,6,False
SK,Slovakia,2026-06,496067.0,,2026,6,True,,,False,2026-06-01,6,False
SK,Slovakia,2026-07,,,2026,7,False,,,False,2026-07-01,6,False
SI,Slovenia,2021-01,26210.0,,2021,1,True,,,False,2021-01-01,12,True
SI,Slovenia,2021-02,41150.0,,2021,2,True,,,False,2021-02-01,12,True
SI,Slovenia,2021-03,50874.0,,2021,3,True,,,False,2021-03-01,12,True
SI,Slovenia,2021-04,41493.0,,2021,4,True,,,False,2021-04-01,12,True
SI,Slovenia,2021-05,102254.0,,2021,5,True,,,False,2021-05-01,12,True
SI,Slovenia,2021-06,315510.0,,2021,6,True,,,False,2021-06-01,12,True
SI,Slovenia,2021-07,1040392.0,,2021,7,True,,,False,2021-07-01,12,True
SI,Slovenia,2021-08,1530731.0,,2021,8,True,,,False,2021-08-01,12,True
SI,Slovenia,2021-09,784999.0,,2021,9,True,,,False,2021-09-01,12,True
SI,Slovenia,2021-10,409164.0,,2021,10,True,,,False,2021-10-01,12,True
SI,Slovenia,2021-11,218453.0,,2021,11,True,,,False,2021-11-01,12,True
SI,Slovenia,2021-12,219345.0,,2021,12,True,,,False,2021-12-01,12,True
SI,Slovenia,2022-01,287911.0,,2022,1,True,,,False,2022-01-01,12,True
SI,Slovenia,2022-02,286949.0,,2022,2,True,,,False,2022-02-01,12,True
SI,Slovenia,2022-03,334431.0,,2022,3,True,,,False,2022-03-01,12,True
SI,Slovenia,2022-04,530692.0,,2022,4,True,,,False,2022-04-01,12,True
SI,Slovenia,2022-05,657430.0,,2022,5,True,,,False,2022-05-01,12,True
SI,Slovenia,2022-06,1091570.0,,2022,6,True,,,False,2022-06-01,12,True
SI,Slovenia,2022-07,1989651.0,,2022,7,True,,,False,2022-07-01,12,True
SI,Slovenia,2022-08,2332930.0,,2022,8,True,,,False,2022-08-01,12,True
SI,Slovenia,2022-09,1090092.0,,2022,9,True,,,False,2022-09-01,12,True
SI,Slovenia,2022-10,660039.0,,2022,10,True,,,False,2022-10-01,12,True
SI,Slovenia,2022-11,361696.0,,2022,11,True,,,False,2022-11-01,12,True
SI,Slovenia,2022-12,431932.0,,2022,12,True,,,False,2022-12-01,12,True
SI,Slovenia,2023-01,483670.0,,2023,1,True,,,False,2023-01-01,12,True
SI,Slovenia,2023-02,426044.0,,2023,2,True,,,False,2023-02-01,12,True
SI,Slovenia,2023-03,403583.0,,2023,3,True,,,False,2023-03-01,12,True
SI,Slovenia,2023-04,735787.0,,2023,4,True,,,False,2023-04-01,12,True
SI,Slovenia,2023-05,901096.0,,2023,5,True,,,False,2023-05-01,12,True
SI,Slovenia,2023-06,1269364.0,,2023,6,True,,,False,2023-06-01,12,True
SI,Slovenia,2023-07,2292928.0,,2023,7,True,,,False,2023-07-01,12,True
SI,Slovenia,2023-08,2268266.0,,2023,8,True,,,False,2023-08-01,12,True
SI,Slovenia,2023-09,1186946.0,,2023,9,True,,,False,2023-09-01,12,True
SI,Slovenia,2023-10,694036.0,,2023,10,True,,,False,2023-10-01,12,True
SI,Slovenia,2023-11,378633.0,,2023,11,True,,,False,2023-11-01,12,True
SI,Slovenia,2023-12,492521.0,,2023,12,True,,,False,2023-12-01,12,True
SI,Slovenia,2024-01,471265.0,,2024,1,True,,,False,2024-01-01,12,True
SI,Slovenia,2024-02,450638.0,,2024,2,True,,,False,2024-02-01,12,True
SI,Slovenia,2024-03,536879.0,,2024,3,True,,,False,2024-03-01,12,True
SI,Slovenia,2024-04,650990.0,,2024,4,True,,,False,2024-04-01,12,True
SI,Slovenia,2024-05,1059176.0,,2024,5,True,,,False,2024-05-01,12,True
SI,Slovenia,2024-06,1223738.0,,2024,6,True,,,False,2024-06-01,12,True
SI,Slovenia,2024-07,2310905.0,,2024,7,True,,,False,2024-07-01,12,True
SI,Slovenia,2024-08,2628941.0,,2024,8,True,,,False,2024-08-01,12,True
SI,Slovenia,2024-09,1241424.0,,2024,9,True,,,False,2024-09-01,12,True
SI,Slovenia,2024-10,771111.0,,2024,10,True,,,False,2024-10-01,12,True
SI,Slovenia,2024-11,461910.0,,2024,11,True,,,False,2024-11-01,12,True
SI,Slovenia,2024-12,529874.0,,2024,12,True,,,False,2024-12-01,12,True
SI,Slovenia,2025-01,509431.0,,2025,1,True,,,False,2025-01-01,12,True
SI,Slovenia,2025-02,437120.0,,2025,2,True,,,False,2025-02-01,12,True
SI,Slovenia,2025-03,461798.0,,2025,3,True,,,False,2025-03-01,12,True
SI,Slovenia,2025-04,845592.0,,2025,4,True,,,False,2025-04-01,12,True
SI,Slovenia,2025-05,1085126.0,,2025,5,True,,,False,2025-05-01,12,True
SI,Slovenia,2025-06,1521637.0,,2025,6,True,,,False,2025-06-01,12,True
SI,Slovenia,2025-07,2453667.0,,2025,7,True,,,False,2025-07-01,12,True
SI,Slovenia,2025-08,2733849.0,,2025,8,True,,,False,2025-08-01,12,True
SI,Slovenia,2025-09,1394968.0,,2025,9,True,,,False,2025-09-01,12,True
SI,Slovenia,2025-10,865507.0,,2025,10,True,,,False,2025-10-01,12,True
SI,Slovenia,2025-11,448798.0,,2025,11,True,,,False,2025-11-01,12,True
SI,Slovenia,2025-12,587378.0,,2025,12,True,,,False,2025-12-01,12,True
SI,Slovenia,2026-01,577123.0,,2026,1,True,,,False,2026-01-01,7,False
SI,Slovenia,2026-02,460643.0,,2026,2,True,,,False,2026-02-01,7,False
SI,Slovenia,2026-03,517269.0,,2026,3,True,,,False,2026-03-01,7,False
SI,Slovenia,2026-04,845008.0,,2026,4,True,,,False,2026-04-01,7,False
SI,Slovenia,2026-05,1248994.0,,2026,5,True,,,False,2026-05-01,7,False
SI,Slovenia,2026-06,1544861.0,,2026,6,True,,,False,2026-06-01,7,False
SI,Slovenia,2026-07,2700927.0,,2026,7,True,,,False,2026-07-01,7,False
ES,Spain,2021-01,1579215.0,,2021,1,True,,,False,2021-01-01,12,True
ES,Spain,2021-02,1332750.0,,2021,2,True,,,False,2021-02-01,12,True
ES,Spain,2021-03,1726350.0,,2021,3,True,,,False,2021-03-01,12,True
ES,Spain,2021-04,2046961.0,,2021,4,True,,,False,2021-04-01,12,True
ES,Spain,2021-05,3703463.0,,2021,5,True,,,False,2021-05-01,12,True
ES,Spain,2021-06,7074987.0,,2021,6,True,,,False,2021-06-01,12,True
ES,Spain,2021-07,15942863.0,,2021,7,True,,,False,2021-07-01,12,True
ES,Spain,2021-08,21064398.0,,2021,8,True,,,False,2021-08-01,12,True
ES,Spain,2021-09,18454349.0,,2021,9,True,,,False,2021-09-01,12,True
ES,Spain,2021-10,18964123.0,,2021,10,True,,,False,2021-10-01,12,True
ES,Spain,2021-11,12336635.0,,2021,11,True,,,False,2021-11-01,12,True
ES,Spain,2021-12,10119039.0,,2021,12,True,,,False,2021-12-01,12,True
ES,Spain,2022-01,9379822.0,,2022,1,True,,,False,2022-01-01,12,True
ES,Spain,2022-02,11227083.0,,2022,2,True,,,False,2022-02-01,12,True
ES,Spain,2022-03,14596049.0,,2022,3,True,,,False,2022-03-01,12,True
ES,Spain,2022-04,19584786.0,,2022,4,True,,,False,2022-04-01,12,True
ES,Spain,2022-05,25458937.0,,2022,5,True,,,False,2022-05-01,12,True
ES,Spain,2022-06,29642070.0,,2022,6,True,,,False,2022-06-01,12,True
ES,Spain,2022-07,36914518.0,,2022,7,True,,,False,2022-07-01,12,True
ES,Spain,2022-08,39152886.0,,2022,8,True,,,False,2022-08-01,12,True
ES,Spain,2022-09,31205075.0,,2022,9,True,,,False,2022-09-01,12,True
ES,Spain,2022-10,26080829.0,,2022,10,True,,,False,2022-10-01,12,True
ES,Spain,2022-11,14703802.0,,2022,11,True,,,False,2022-11-01,12,True
ES,Spain,2022-12,13495049.0,,2022,12,True,,,False,2022-12-01,12,True
ES,Spain,2023-01,14091000.0,,2023,1,True,,,False,2023-01-01,12,True
ES,Spain,2023-02,14655043.0,,2023,2,True,,,False,2023-02-01,12,True
ES,Spain,2023-03,17182049.0,,2023,3,True,,,False,2023-03-01,12,True
ES,Spain,2023-04,22717329.0,,2023,4,True,,,False,2023-04-01,12,True
ES,Spain,2023-05,29001369.0,,2023,5,True,,,False,2023-05-01,12,True
ES,Spain,2023-06,31034022.0,,2023,6,True,,,False,2023-06-01,12,True
ES,Spain,2023-07,38075572.0,,2023,7,True,,,False,2023-07-01,12,True
ES,Spain,2023-08,40386486.0,,2023,8,True,,,False,2023-08-01,12,True
ES,Spain,2023-09,33920963.0,,2023,9,True,,,False,2023-09-01,12,True
ES,Spain,2023-10,29323308.0,,2023,10,True,,,False,2023-10-01,12,True
ES,Spain,2023-11,16569296.0,,2023,11,True,,,False,2023-11-01,12,True
ES,Spain,2023-12,14970765.0,,2023,12,True,,,False,2023-12-01,12,True
ES,Spain,2024-01,15418285.0,,2024,1,True,,,False,2024-01-01,12,True
ES,Spain,2024-02,16566073.0,,2024,2,True,,,False,2024-02-01,12,True
ES,Spain,2024-03,20357714.0,,2024,3,True,,,False,2024-03-01,12,True
ES,Spain,2024-04,23846654.0,,2024,4,True,,,False,2024-04-01,12,True
ES,Spain,2024-05,32208392.0,,2024,5,True,,,False,2024-05-01,12,True
ES,Spain,2024-06,33170539.0,,2024,6,True,,,False,2024-06-01,12,True
ES,Spain,2024-07,39778434.0,,2024,7,True,,,False,2024-07-01,12,True
ES,Spain,2024-08,42118813.0,,2024,8,True,,,False,2024-08-01,12,True
ES,Spain,2024-09,35281812.0,,2024,9,True,,,False,2024-09-01,12,True
ES,Spain,2024-10,31165410.0,,2024,10,True,,,False,2024-10-01,12,True
ES,Spain,2024-11,17040340.0,,2024,11,True,,,False,2024-11-01,12,True
ES,Spain,2024-12,15243500.0,,2024,12,True,,,False,2024-12-01,12,True
ES,Spain,2025-01,16013832.0,,2025,1,True,,,False,2025-01-01,12,True
ES,Spain,2025-02,16773445.0,,2025,2,True,,,False,2025-02-01,12,True
ES,Spain,2025-03,19682204.0,,2025,3,True,,,False,2025-03-01,12,True
ES,Spain,2025-04,24742721.0,,2025,4,True,,,False,2025-04-01,12,True
ES,Spain,2025-05,31693677.0,,2025,5,True,,,False,2025-05-01,12,True
ES,Spain,2025-06,34837287.0,,2025,6,True,,,False,2025-06-01,12,True
ES,Spain,2025-07,41096711.0,,2025,7,True,,,False,2025-07-01,12,True
ES,Spain,2025-08,42701346.0,,2025,8,True,,,False,2025-08-01,12,True
ES,Spain,2025-09,35841423.0,,2025,9,True,,,False,2025-09-01,12,True
ES,Spain,2025-10,31777187.0,,2025,10,True,,,False,2025-10-01,12,True
ES,Spain,2025-11,17650520.0,,2025,11,True,,,False,2025-11-01,12,True
ES,Spain,2025-12,16117832.0,,2025,12,True,,,False,2025-12-01,12,True
ES,Spain,2026-01,16525856.0,,2026,1,True,,,False,2026-01-01,6,False
ES,Spain,2026-02,17116434.0,,2026,2,True,,,False,2026-02-01,6,False
ES,Spain,2026-03,20444105.0,,2026,3,True,,,False,2026-03-01,6,False
ES,Spain,2026-04,24936076.0,,2026,4,True,,,False,2026-04-01,6,False
ES,Spain,2026-05,32857954.0,,2026,5,True,,,False,2026-05-01,6,False
ES,Spain,2026-06,33929419.0,,2026,6,True,,,False,2026-06-01,6,False
ES,Spain,2026-07,,,2026,7,False,,,False,2026-07-01,6,False
SE,Sweden,2021-01,182461.0,,2021,1,True,,,False,2021-01-01,12,True
SE,Sweden,2021-02,206220.0,,2021,2,True,,,False,2021-02-01,12,True
SE,Sweden,2021-03,207771.0,,2021,3,True,,,False,2021-03-01,12,True
SE,Sweden,2021-04,205194.0,,2021,4,True,,,False,2021-04-01,12,True
SE,Sweden,2021-05,262746.0,,2021,5,True,,,False,2021-05-01,12,True
SE,Sweden,2021-06,416934.0,,2021,6,True,,,False,2021-06-01,12,True
SE,Sweden,2021-07,1313417.0,,2021,7,True,,,False,2021-07-01,12,True
SE,Sweden,2021-08,1397317.0,,2021,8,True,,,False,2021-08-01,12,True
SE,Sweden,2021-09,639590.0,,2021,9,True,,,False,2021-09-01,12,True
SE,Sweden,2021-10,634840.0,,2021,10,True,,,False,2021-10-01,12,True
SE,Sweden,2021-11,548123.0,,2021,11,True,,,False,2021-11-01,12,True
SE,Sweden,2021-12,480785.0,,2021,12,True,,,False,2021-12-01,12,True
SE,Sweden,2022-01,399117.0,,2022,1,True,,,False,2022-01-01,12,True
SE,Sweden,2022-02,570963.0,,2022,2,True,,,False,2022-02-01,12,True
SE,Sweden,2022-03,645213.0,,2022,3,True,,,False,2022-03-01,12,True
SE,Sweden,2022-04,791052.0,,2022,4,True,,,False,2022-04-01,12,True
SE,Sweden,2022-05,993247.0,,2022,5,True,,,False,2022-05-01,12,True
SE,Sweden,2022-06,1637033.0,,2022,6,True,,,False,2022-06-01,12,True
SE,Sweden,2022-07,3504640.0,,2022,7,True,,,False,2022-07-01,12,True
SE,Sweden,2022-08,2310851.0,,2022,8,True,,,False,2022-08-01,12,True
SE,Sweden,2022-09,979557.0,,2022,9,True,,,False,2022-09-01,12,True
SE,Sweden,2022-10,823542.0,,2022,10,True,,,False,2022-10-01,12,True
SE,Sweden,2022-11,638319.0,,2022,11,True,,,False,2022-11-01,12,True
SE,Sweden,2022-12,673881.0,,2022,12,True,,,False,2022-12-01,12,True
SE,Sweden,2023-01,642708.0,,2023,1,True,,,False,2023-01-01,12,True
SE,Sweden,2023-02,757903.0,,2023,2,True,,,False,2023-02-01,12,True
SE,Sweden,2023-03,747586.0,,2023,3,True,,,False,2023-03-01,12,True
SE,Sweden,2023-04,849970.0,,2023,4,True,,,False,2023-04-01,12,True
